cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
1227,2026,Habitaciones Lucero,"Camino a Koala Bungalows, 63865 Nay., Mexico",63865,Santa Maria del Oro,Nayarit,sin dato,21.3617696,-104.572121,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1228,2026,Nema 14-50,"Eucalipto 60, Cd del Valle, 63157 Tepic, Nay., MÃ©xico",63157,Tepic,Nayarit,52 311 743 5210,21.4864971,-104.8801586,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1229,2026,Nissan Puerto Vallarta,"C.P, Mexico MX, Blvrd Riviera Nayarit 220, 63735 Mezcales, Nay., Mexico",63735,Bahia de Banderas,Nayarit,sin dato,20.7220388,-105.2759307,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1230,2026,Nissan Tepic,"Av. Insurgentes y Robles s/n. Col San Juan, 63130. Tepic, Nayarit",63130,Tepic,Nayarit,52 311 214 8182,21.5094507,-104.9074948,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1231,2026,Particular,"Orquidea 7, Jacarandas, 63173 Tepic, Nay., Mexico",63173,Tepic,Nayarit,52 311 117 7744,21.4785483,-104.8524964,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1232,2026,Tropico Cabana RV Park & Campground,"Retorno Cocoteros, Rincon de Guayabitos, 65704 RincÃ³n de Guayabitos, Nay., Mexico",63724,Compostela,Nayarit,52 871 712 7172,21.0222831,-105.2753952,2,1,Wall,11.5,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1233,2026,Nissan Riviera Nayarit,"220 Blvd. Riviera Nayarit, Bahia de Banderas, NA, 63735",63735,Bahia de Banderas,Nayarit,sin dato,20.7342787,-105.2856345,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1234,2026,7Eleven LEED,Av. Eugenio Garza Sada Sur 2620 Tecnologico,64700,Monterrey,Nuevo Leon,52 81 8158 0711,25.6507347,-100.2924119,1,1,Tesla D,8,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1235,2026,Avanta Gardens Monterrey,Avenida Jose Vasconselos 755 Pte Los Sabinos,66226,San Pedro Garza Garcia,Nuevo Leon,52 81 1297 5111,19.4226672,-99.1776651,4,4,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1236,2026,Best Western Aeropuerto,Boulevard Aeropuerto 5001 Parque Industrial Milenio,66600,Apodaca,Nuevo Leon,52 81 1958 0580,26.9958736,-109.4229793,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1237,2026,Best Western Bazarell Inn,Ave. Capitan Alonso de Le├│n Km 206 Col. Gil de Leyva,67500,Montemorelos,Nuevo Leon,52 826 263 8000,25.1841139,-99.8501638,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1238,2026,Best Western Plus Monterrey Airport,Carretera Miquel Aleman Km 18.5,66600,Apodaca,Nuevo Leon,52 81 8220 3200,25.7951077,-100.1148082,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1239,2026,Cafe Sierra Norte,"Carretera Nacionalnumero 1601 Norte San Javier, Centro de Allende",67350,Allende,Nuevo Leon,52 81 110 3159,25.2866652,-100.0345202,1,1,Tesla D,6,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1240,2026,Calzad401 Monterrey,Calzada 401 Ote. Colonia Del Valle,66220,San Pedro Garza Garcia,Nuevo Leon,52 81 1366 5704,25.6516048,-100.3835119,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1241,2026,Chroma Monterrey,Av. Ricardo Margain Zozaya 315 Zona Santa Engracia,66267,San Pedro Garza Garcia,Nuevo Leon,52 81 8335 3777,25.6524233,-100.3525197,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1242,2026,City Express Plus Monterrey San Jeronimo,San Jeronimo 311 San Jeronimo,64640,Monterrey,Nuevo Leon,52 81 5000 5380,19.3271667,-99.2245237,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1243,2026,Club de Industriales,"Av. Parte Aguas 698 Los Arcangeles, Zona Loma Larga Poniente",66266,San Pedro Garza Garcia,Nuevo Leon,52 81 8153 5300,25.6598658,-100.3408828,1,1,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1244,2026,Club Sonoma,Camino al Mirador 5800 Fraccionamiento Club Sonoma Residencial,64925,Monterrey,Nuevo Leon,52 81 8044 0000,25.6173944,-100.3046507,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1245,2026,Fiesta Americana Monterrey Pabellon,Avenida Presidente Benito Juarez Oriente 1102 Centro,64000,Monterrey,Nuevo Leon,52 81 1642 0600,19.6172339,-98.9530821,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1246,2026,Fiesta Inn Monterrey Fundidora,"Av. Churubusconumero 701, Esq. Prolongacio Av. Madero Col. Fierro",64590,Monterrey,Nuevo Leon,52 81 8126 0500,25.684472,-100.2687799,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1247,2026,Fiesta Inn Monterrey La Fe,Avenida Miguel Aleman km 105 La Fe,66486,San Nicolas de los Garza,Nuevo Leon,52 81 8319 7500,25.7208942,-100.2167343,3,3,Tesla D,14,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1248,2026,Fiesta Inn Monterrey Tecnologico,Av. Eugenio Garza Sada 2411 Roma,64700,Monterrey,Nuevo Leon,52 81 1877 0200,25.6545387,-100.2931394,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1249,2026,Fiesta Inn Monterrey Valle,"Av. Lazaro Cardenas 327 Ote., Valle Oriente,",66269,San Pedro Garza Garcia,Nuevo Leon,52 81 8399 1500,25.6546996,-100.3390648,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1250,2026,Galerias Valle Oriente,Av Lazaro Cardenas 1000 Paseo de Las Privanzas,64700,Monterrey,Nuevo Leon,52 81 8133 2400,25.6383251,-100.3138271,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1251,2026,Innovasport HQ,"Av. Humberto Lobo 540 Colonia del Valle, San Pedro",66220,San Pedro Garza Garcia,Nuevo Leon,52 81 8000 1111,25.6628035,-100.382492,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1252,2026,Innovasport San Pedro Plus,Av. Humberto Lobo 540 Colonia del Valle,66220,San Pedro Garza Garcia,Nuevo Leon,52 (81) 8000 1111,25.6628035,-100.382492,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1253,2026,La Capital,Calle Washington 1400 Centro,64000,Monterrey,Nuevo Leon,52 81 1958 0401,25.673161,-100.2999793,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1254,2026,Las Misiones Club Campestre,"Antiguio Camino a Villa de Santiago No.300 El Cerrito, Las Misiones",67301,Santiago,Nuevo Leon,52 81 8152 0500,25.4859138,-100.1775661,6,6,Tesla D,8,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1255,2026,Latitud,"Av Lazaro Cardenas 2225, Zona Valle Oriente, 66278 Monterrey, N.L., Mexico",66278,San Pedro Garza Garcia,Nuevo Leon,52 81 1878 0808,25.6475375,-100.3259941,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1256,2026,Live Aqua Monterrey Valle,Av Lazaro Cardenas 2424 Valle Oriente,66260,San Pedro Garza Garcia,Nuevo Leon,52 81 1646 7000,25.6522223,-100.3330371,3,3,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1257,2026,Metropolitan Center,"Lazaro Cardenas 2400 Haciendas de La Sierra, Lazaro Cardenas",66278,San Pedro Garza Garcia,Nuevo Leon,52 81 8363 9000,25.6459364,-100.322426,4,4,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1258,2026,Movic Records,Av. Humberto Lobo 2000 Col. Del Valle,66220,San Pedro Garza Garcia,Nuevo Leon,52 81 8356 4055,25.6673919,-100.3793651,3,3,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1259,2026,Nuevo Sur,Avenida Revolucion 2703 Ladrillera,64830,Monterrey,Nuevo Leon,52 81 2222 2291,25.6524011,-100.2747017,4,4,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1260,2026,One Monterrey Aeropuerto,Blvd. Aeropuerto 10 Parque industrial Milenio,66600,Apodaca,Nuevo Leon,52 81 1156 9950,26.9958736,-109.4229793,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1261,2026,Pabellon M,Av. Constitucion S/N Centro,64000,Monterrey,Nuevo Leon,52 81 2090 8800,25.666385,-100.303188,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1262,2026,Paseo Almenares,Av Sendero Divisorio Anahuac Sendero,66417,San Nicolas de los Garza,Nuevo Leon,52 81 8363 9050,25.7692422,-100.2767368,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1263,2026,Plaza 100,Ave. Manuel Gomez Morin 100 Carrizalejo,66245,San Pedro Garza Garcia,Nuevo Leon,52 81 8303 5510,25.6349666,-100.3641323,4,4,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1264,2026,Plaza Cumbres,Calle Alejandro de Rodas Bosques de Las Cumbres,64619,Monterrey,Nuevo Leon,52 81 8133 2430,25.7326206,-100.394644,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1265,2026,Plaza El Encino,Paseo de las Americasnumero 2101 Contry Sol 2do Sector,67174,Guadalupe,Nuevo Leon,sin dato,25.6422744,-100.2684581,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1266,2026,Plaza Fiesta San Agustin,Av. Real San Augustinnumero 222 Colonia Real de San Agustin,66260,San Pedro Garza Garcia,Nuevo Leon,52 81 8363 3108,25.6471833,-100.3391344,6,6,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1267,2026,Plaza Nativa,Avenida Alfonso Reyes 901 Zona Valle Poniente,66233,San Pedro Garza Garcia,Nuevo Leon,52 81 2032 5440,25.6637832,-100.4192768,4,4,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1268,2026,Plaza O2,Avenida Jose Vasconcelos 150 Del Valle,66220,San Pedro Garza Garcia,Nuevo Leon,52 81 8363 8586,19.4152334,-99.1795975,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1269,2026,Plaza Tanarah,Av. Jose Vasconcelos 345 Santa Engracia,66267,San Pedro Garza Garcia,Nuevo Leon,52 81 8100 9116,25.6539386,-100.3487369,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1270,2026,Plaza XO,Rio Mississippi 119 Del Valle,66220,San Pedro Garza Garcia,Nuevo Leon,52 (81)1352-1000,25.6598885,-100.3700757,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1271,2026,Pueblo Serena,Carretera Nacional 500 Valle Alto,64989,Monterrey,Nuevo Leon,52 812 169 2866,25.5767079,-100.2487081,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1272,2026,Pueblo Serena II,Carretera Nacional 500 Valle Alto,64989,Monterrey,Nuevo Leon,52 81 2169 2866,25.5767079,-100.2487081,6,6,Tesla D,16,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1273,2026,Sheraton Ambassador Monterrey,Miguel Hidalgo 310 Ote Centro,64000,Monterrey,Nuevo Leon,52 81 8380 7000,17.9906347,-92.9348991,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1274,2026,"Supermercados Internacionales HEB, S.A. de C.V.",Gomez Morinnumero 300 Col. Valle Campestre,66278,San Pedro Garza Garcia,Nuevo Leon,52 81 81531190,25.6490797,-100.3597547,6,6,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1275,2026,Taller Veganico / Pan Benell / Autocity,"Plutarco Elias Calles 419 Barrio Tampiquito, T",66240,San Pedro Garza Garcia,Nuevo Leon,52 81 8336 7460,25.6507718,-100.3829363,3,3,Tesla D,11,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1276,2026,Torre BH,Blvd. Antonio L. Rodriguez 2100 Santa Maria,64650,Monterrey,Nuevo Leon,52 81 2127 5152,25.6697545,-100.3743378,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1277,2026,Walmart las Torres,Avenida Eugenio Garza Sada 6101 Las Brisas,64780,Monterrey,Nuevo Leon,52 81 8318 0434,25.6158465,-100.2744378,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1278,2026,"China, NL",Km 98.5 Autopista Cadereyta-Reynosa,67050,China,Nuevo Leon,01 800 228 8145,26.0915309,-98.2777687,6,6,Tesla SC,150,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1279,2026,"San Pedro Garza Garcia, NL",555 Rio Missouri,66220,San Pedro Garza Garcia,Nuevo Leon,01 800 228 8145,25.6590591,-100.3551403,8,8,Tesla SC,72,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1280,2026,club Industrial,702 Avenida Parte Aguas,66266,San Pedro Garza Garcia,Nuevo Leon,52 81 8153 5300,25.6603256,-100.3404541,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1281,2026,"Fundidora E6, Monterrey",600 Madero 64590,64590,Monterrey,Nuevo Leon,sin dato,25.6834641,-100.3082689,2,2,CCS2,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1282,2026,H. Mersmann,259 Canon del Huajuco 64898,64898,Monterrey,Nuevo Leon,sin dato,25.5893624,-100.2525916,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1283,2026,Innova Sport,540 Manuel Santos 66228,66228,San Pedro Garza Garcia,Nuevo Leon,sin dato,25.6659871,-100.3824215,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1284,2026,Mega Alimentos,111 Antiguo Camino a Villa de Garcia 66350,66350,Santa Catarina,Nuevo Leon,sin dato,25.6891651,-100.4715194,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1285,2026,Sams Huinala,52 Cipres 66634,66634,Apodaca,Nuevo Leon,sin dato,25.7453736,-100.1846159,2,1,Tesla D,11.5,1,gb/t (dc),"7,4",sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1286,2026,"Supercharger China, Mexico",Autopista Monterrey - Reynosa 67060,67060,China,Nuevo Leon,sin dato,25.7230885,-99.3777236,6,6,Tesla SC,120,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1287,2026,BMW Autopolis Cumbres,"Av Paseo de Los Leones L53 M209, Monterrey, 64100 Monterrey, NL, Mexico",64100,Monterrey,Nuevo Leon,sin dato,25.7365284,-100.40419,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1288,2026,Bosques de Monterreal,"Carretera San Antonio de las Alazanas (Coahuila 112) Km 32 s/n, Santa Anita del Penasco, 25350 Arteaga, Coah., Mexico",67867,Galeana,Nuevo Leon,sin dato,25.2336626,-100.4348969,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1289,2026,BYD CLEBER Linda Vista,"Avenida las Americas Norte & Malaga, Valles de Linda Vista, 67125 Guadalupe, N.L., Mexico",67125,Guadalupe,Nuevo Leon,sin dato,25.6938689,-100.2454632,1,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1290,2026,BYD CLEBER San Pedro,"Av. Jose Vasconcelos 170-B, Zona Campestre, 66263 San Pedro Garza Garcia, N.L., Mexico",66263,San Pedro Garza Garcia,Nuevo Leon,sin dato,25.6530803,-100.3473393,2,2,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1291,2026,BYD Cumbres,"Paseo de los Leones S/N, Cima del Bosque, 64349 Monterrey, N.L., Mexico",64349,Monterrey,Nuevo Leon,sin dato,25.7355798,-100.4029911,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1292,2026,Caliente Monterrey Gonzalitos,"Dr. Jose Eleuterio Gonzalez (Gonzalitos) 455, Sin Nombre de Col 69, 64060 Monterrey, N.L., Mexico",64060,Monterrey,Nuevo Leon,sin dato,25.6766339,-100.3518482,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1293,2026,Calzada Del Valle Estacionamiento / Carga,"Calzada Del Valle 205 Ote Col. Del Valle, San pedro garza garcia",66220,Colonia del Valle,Nuevo Leon,sin dato,25.6590938,-100.3748397,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1294,2026,Cerveceria Cuauhtemoc Moctezuma,"Av Alfonso Reyes 2202, Col Del Prado, 64440 Monterrey, N.L., Mexico",64410,Monterrey,Nuevo Leon,sin dato,25.694933,-100.3170539,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1295,2026,CFE Centro,"Ignacio Allende 119, 64000 Monterrey, MX",64000,Monterrey,Nuevo Leon,sin dato,25.6704481,-100.3158493,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1296,2026,CFE Leona,"Manuel Ordonez 651, 66376 Monterrey, MX",66362,Santa Catarina,Nuevo Leon,sin dato,25.6747002,-100.449064,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1297,2026,CFE San Jeronimo,"Boulevard Rogelio Cantu Gomez 1802, 67190 Monterrey, MX",67190,Guadalupe,Nuevo Leon,sin dato,25.6756787,-100.3763591,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1298,2026,Cleber,"Av. Cto. Frida Kahlo 2229, Valle Oriente, 66269 San Pedro Garza Garcia, N.L., Mexico",66269,San Pedro Garza Garcia,Nuevo Leon,sin dato,25.6481247,-100.3263722,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1299,2026,Clinica Nova / Centro recreativo Nova,"Clinica Nova , 66450 San Nicolas de los Garza, N.L., Mexico",66450,San Nicolas de los Garza,Nuevo Leon,sin dato,25.7320776,-100.3001734,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1300,2026,Comision Federal de Electricidad CFE,"Av Alfonso Reyes 2400, Bella Vista, 64410 Monterrey, N.L., Mexico",64410,Monterrey,Nuevo Leon,sin dato,25.6976466,-100.3174936,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1301,2026,Esfera Monterrey,"Km 268 Carretera Nacional Km 268 Monterrey, Nuevo Leon 64985",64985,Monterrey,Nuevo Leon,sin dato,25.5755971,-100.243654,8,8,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1302,2026,Estacionamiento pabellon ciudadano,"Aparcamiento, Aparcamiento, Conchello 2334, Centro, 64018 Monterrey, N.L., Mexico",64018,Monterrey,Nuevo Leon,sin dato,25.6745311,-100.2919159,2,1,SAEJ1772,7,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1303,2026,FEMSA,"Pedro Maria Anaya 601, 64410 Monterrey, MX",64299,Monterrey,Nuevo Leon,sin dato,25.6970445,-100.3185678,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1304,2026,Fiesta Inn Fundidora Monterrey,"Av. Churubusconumero 701, Esq. Prolongacion Av. Madero, Col. Fierro, 64590 Monterrey, N.L., Mexico",64590,Monterrey,Nuevo Leon,sin dato,25.684472,-100.2687799,3,1,SAE J1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1305,2026,Fronius Mexico,"Carr. Monterrey - Saltillo 3279, Privadas de Santa Catarina, 66367 Santa Catarina, N.L., Mexico",66367,Santa Catarina,Nuevo Leon,52 81 8882 8200,25.6923321,-100.506093,3,3,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1306,2026,Galerias Valle Oriente,"Valle del Mirador, 64750 Monterrey, NL, Mexico",64750,Monterrey,Nuevo Leon,sin dato,25.6394185,-100.3112024,5,2,Tesla D,11.5,3,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
